So tin chi,Ty le thuc hanh,Ky thuat,Phan tich,Thiet ke,Ky nang nhom,Diem chuyen can,Diem tong ket,Chuyen nganh
3,57,A,B,D,C,9,6.0,CNPM
4,48,B,A,B,B,6,8.5,HTTT
3,58,C,C,B,D,6,4.5,HTTT
4,59,C,D,D,D,10,10.0,CNPM
2,23,A,B,B,D,6,8.5,HTTT
3,43,A,D,D,B,8,8.5,CNPM
3,45,A,C,D,D,10,8.0,CNPM
2,49,B,A,C,A,8,8.0,CNPM
3,42,A,C,C,A,10,6.5,CNPM
2,53,A,C,D,B,8,7.0,CNPM
4,93,B,C,B,A,10,7.0,CNPM
4,60,C,C,C,A,7,9.5,HTTT
4,28,D,D,C,A,10,10.0,HTTT
3,41,C,C,C,B,6,7.5,HTTT
3,60,A,C,B,D,10,8.5,CNPM
3,45,B,D,C,C,6,5.5,CNPM
2,97,A,B,D,D,7,6.5,CNPM
2,47,B,A,C,C,5,9.5,HTTT
3,52,D,A,D,D,6,4.0,HTTT
3,56,B,C,C,B,9,6.0,CNPM
3,10,A,B,D,B,8,7.0,HTTT
4,66,C,A,C,D,6,7.5,CNPM
3,54,B,D,C,B,8,8.0,CNPM
3,46,B,D,C,A,10,8.0,CNPM
3,68,A,D,D,B,8,5.0,CNPM
4,51,A,C,C,A,10,7.0,CNPM
2,41,B,C,B,C,8,6.5,CNPM
1,51,A,B,B,D,10,9.5,CNPM
3,50,A,B,C,D,9,7.0,CNPM
2,58,B,D,C,C,5,10.0,HTTT
3,46,A,A,D,B,5,10.0,HTTT
4,43,B,B,B,D,9,6.5,CNPM
2,1,C,A,D,A,10,9.5,HTTT
3,56,A,B,C,D,6,9.5,HTTT
3,59,B,D,C,C,10,8.5,CNPM
4,88,A,A,C,A,10,7.0,CNPM
2,59,A,A,C,C,7,7.0,HTTT
2,57,D,C,D,C,9,8.5,CNPM
1,42,B,C,D,B,8,4.5,CNPM
4,46,A,D,C,D,10,7.5,CNPM
4,46,B,C,D,C,5,5.5,CNPM
2,47,C,B,D,A,9,7.0,CNPM
2,83,A,B,C,A,9,9.0,CNPM
4,42,D,D,C,C,9,8.0,CNPM
4,55,A,B,B,C,9,7.0,CNPM
3,55,B,D,B,B,10,4.5,CNPM
4,99,B,D,C,D,5,7.0,CNPM
2,47,B,B,C,B,9,9.5,CNPM
3,58,B,A,C,B,9,6.0,CNPM
3,16,B,B,C,D,8,5.5,HTTT
4,49,B,A,D,A,10,6.5,CNPM
3,35,A,D,D,B,10,9.5,HTTT
3,48,B,C,A,B,7,8.0,HTTT
2,41,D,A,B,A,9,8.0,CNPM
2,30,A,D,C,A,10,7.0,HTTT
1,57,B,C,D,B,10,8.5,CNPM
3,51,B,A,C,D,6,8.5,HTTT
2,44,A,B,D,D,10,6.0,CNPM
4,59,A,C,C,D,10,9.5,CNPM
3,18,B,C,C,D,8,4.0,HTTT
3,52,B,A,C,B,7,9.5,HTTT
3,36,B,D,C,B,7,7.5,HTTT
1,53,B,A,C,B,6,9.0,HTTT
2,16,B,C,C,D,10,6.0,HTTT
2,26,D,B,D,B,7,8.5,HTTT
2,54,A,A,D,A,10,8.0,CNPM
3,8,A,C,C,C,8,8.0,HTTT
2,50,B,B,C,A,6,9.5,HTTT
4,40,A,D,B,B,10,9.5,CNPM
2,48,B,B,C,D,10,8.5,CNPM
2,2,B,A,C,A,5,8.0,HTTT
2,53,B,C,B,D,7,8.5,HTTT
4,100,D,C,D,A,8,7.0,CNPM
3,48,A,C,B,B,9,10.0,CNPM
3,45,B,A,C,A,9,9.0,CNPM
2,54,B,A,D,C,10,6.5,CNPM
3,54,A,C,B,B,8,4.5,CNPM
2,50,B,C,D,D,6,9.0,HTTT
2,55,D,C,C,D,10,8.0,CNPM
2,44,A,A,B,B,8,8.0,CNPM
3,56,A,D,A,A,10,8.0,CNPM
3,55,B,A,D,B,10,10.0,CNPM
3,52,B,D,D,A,8,9.0,CNPM
2,54,A,A,D,A,8,9.0,CNPM
3,60,B,B,D,C,10,8.5,CNPM
2,45,B,B,C,A,10,8.0,CNPM
2,59,A,A,C,A,8,7.0,CNPM
3,92,B,C,D,A,9,10.0,CNPM
3,45,A,B,C,A,5,7.5,HTTT
3,47,A,D,C,C,10,9.0,CNPM
3,43,A,D,B,B,9,6.5,CNPM
2,46,D,B,D,A,10,5.5,CNPM
3,47,A,C,A,C,9,4.0,CNPM
4,44,A,D,C,D,9,7.5,CNPM
4,14,B,A,D,D,8,8.0,HTTT
4,75,B,B,C,D,8,8.0,CNPM
4,51,A,A,A,D,7,10.0,HTTT
1,53,A,C,C,A,10,7.5,CNPM
4,41,D,C,D,D,8,8.0,CNPM
3,42,C,C,C,B,9,5.5,CNPM
2,43,B,D,C,A,6,7.5,HTTT
4,60,B,D,C,D,10,6.5,CNPM
3,33,A,C,D,B,8,8.0,HTTT
4,26,A,C,D,D,8,6.0,HTTT
2,96,A,C,D,A,5,6.0,CNPM
2,18,B,D,C,D,9,6.5,HTTT
2,53,B,B,C,A,8,5.5,CNPM
3,49,C,A,C,C,5,9.5,HTTT
4,42,A,C,D,D,8,10.0,CNPM
2,45,D,B,D,C,5,4.0,HTTT
4,53,A,A,C,B,6,10.0,HTTT
4,42,A,C,D,C,10,9.0,CNPM
3,18,B,C,C,A,8,6.0,HTTT
3,35,A,D,D,C,9,4.5,HTTT
2,18,B,C,B,A,8,6.5,HTTT
4,27,B,A,B,C,10,7.0,HTTT
2,12,B,D,C,D,10,8.5,HTTT
1,47,A,B,C,B,10,7.0,CNPM
2,43,B,B,C,D,5,8.0,HTTT
4,59,D,A,D,A,6,7.0,HTTT
4,85,D,B,C,C,8,7.5,CNPM
1,56,B,D,C,B,10,7.0,CNPM
2,17,A,B,B,B,9,6.5,HTTT
2,7,A,D,D,D,10,8.5,HTTT
3,81,A,B,B,D,6,8.0,CNPM
4,22,B,B,B,B,6,6.0,CNPM
2,44,D,B,C,A,8,8.5,CNPM
3,48,D,B,D,C,10,7.5,CNPM
3,58,A,D,D,C,7,8.0,HTTT
2,43,B,B,C,A,8,8.5,CNPM
2,33,D,B,A,A,10,5.5,HTTT
3,40,A,A,C,B,9,5.5,CNPM
4,95,A,C,D,A,5,8.5,CNPM
2,59,A,B,B,C,10,8.0,CNPM
3,58,C,C,B,A,10,6.0,CNPM
3,29,B,B,C,D,10,8.5,HTTT
4,45,B,B,C,C,6,7.5,HTTT
2,50,A,B,C,A,10,6.0,CNPM
4,39,A,B,B,C,8,10.0,HTTT
2,60,D,A,B,A,7,9.0,HTTT
3,35,A,A,C,C,9,7.0,HTTT
2,60,B,B,D,C,7,8.0,HTTT
3,40,B,C,B,D,10,9.0,CNPM
2,52,A,A,D,B,10,8.0,CNPM
2,49,B,D,C,C,10,6.0,CNPM
3,78,A,B,C,C,9,8.5,CNPM
3,58,B,B,D,C,10,8.0,CNPM
2,39,C,C,C,C,10,10.0,HTTT
4,89,B,B,D,A,7,6.5,CNPM
2,51,A,A,C,C,10,5.5,CNPM
2,41,C,B,B,D,10,10.0,CNPM
2,44,A,D,D,C,10,9.5,CNPM
4,98,A,A,D,B,10,10.0,CNPM
2,14,D,A,C,D,9,7.0,HTTT
2,28,A,B,D,D,10,6.0,HTTT
2,39,A,A,D,B,10,7.5,HTTT
4,55,D,B,D,C,10,10.0,CNPM
2,49,A,D,D,B,9,8.0,CNPM
4,52,B,C,D,C,10,7.5,CNPM
2,86,A,C,A,B,10,5.0,CNPM
3,60,B,B,C,B,9,7.5,CNPM
4,56,D,B,B,A,10,9.5,CNPM
4,24,A,B,C,D,10,6.0,HTTT
3,55,C,D,C,C,6,9.5,HTTT
2,42,B,B,D,C,7,5.0,CNPM
3,43,C,A,D,C,10,7.0,CNPM
3,42,B,A,B,A,10,9.0,CNPM
2,48,B,C,C,C,8,9.5,CNPM
2,20,D,C,D,D,6,8.5,HTTT
4,40,A,C,D,A,7,10.0,HTTT
3,32,D,D,C,C,9,6.0,HTTT
3,49,A,D,D,C,8,4.0,CNPM
4,54,A,B,C,D,10,6.5,CNPM
3,20,B,A,C,D,7,10.0,HTTT
3,48,A,D,C,B,10,7.0,CNPM
2,45,A,B,D,C,8,9.5,CNPM
2,60,A,C,B,D,7,8.0,HTTT
2,47,A,A,A,A,7,6.0,CNPM
4,92,C,D,C,C,10,9.5,CNPM
3,58,C,B,D,D,5,9.0,HTTT
3,9,B,C,C,C,8,6.0,HTTT
4,55,A,A,D,A,8,5.5,CNPM
3,42,B,D,C,C,7,9.5,HTTT
2,36,A,A,C,C,10,9.0,HTTT
3,45,B,C,D,C,10,8.0,CNPM
3,40,B,A,C,D,6,8.0,HTTT
2,57,A,A,D,A,9,6.5,CNPM
3,TB,A,A,D,C,cao,cao,
